	trial_nr	stimulus_set	correct_stim_lr	cue_txt	p_win_left	p_win_right	p_win_correct	p_win_incorrect	fix_cross_1	cue	fix_cross_2	stimulus	fix_cross_3	highlight	fix_cross_4	feedback	iti_posttrial	total_duration	block	n_trs	stim_left	stim_right	stim_high	stim_low
0	0	1	0	SPD	0.7	0.3	0.7	0.3	5.14	1.0	2.0	1.5	0.5	0	0	1	1.28	12.419999999999998	1	9	U	t	U	t
1	1	2	1	SPD	0.4	0.6	0.6	0.4	1.0	1.0	1.0	1.5	0.5	0	0	1	2.28	8.28	1	6	R	S	S	R
2	2	2	1	ACC	0.4	0.6	0.6	0.4	1.0	1.0	0.5	1.5	2.0	0	0	1	1.28	8.28	1	6	R	S	S	R
3	3	0	0	ACC	0.8	0.2	0.8	0.2	1.0	1.0	1.0	1.5	1.0	0	0	1	1.78	8.28	1	6	T	s	T	s
4	4	2	0	SPD	0.6	0.4	0.6	0.4	0.5	1.0	0.5	1.5	0.5	0	0	1	3.28	8.28	1	6	S	R	S	R
5	5	0	0	SPD	0.8	0.2	0.8	0.2	0.5	1.0	0.5	1.5	1.5	0	0	1	2.28	8.28	1	6	T	s	T	s
6	6	1	0	ACC	0.7	0.3	0.7	0.3	0.5	1.0	1.0	1.5	0.5	0	0	1	2.78	8.28	1	6	U	t	U	t
7	7	1	0	SPD	0.7	0.3	0.7	0.3	0.5	1.0	0.5	1.5	0.5	0	0	1	3.28	8.28	1	6	U	t	U	t
8	8	0	0	SPD	0.8	0.2	0.8	0.2	0.5	1.0	0.5	1.5	1.0	0	0	1	11.059999999999999	16.56	1	12	T	s	T	s
9	9	0	0	ACC	0.8	0.2	0.8	0.2	0.5	1.0	1.5	1.5	1.0	0	0	1	1.78	8.28	1	6	T	s	T	s
10	10	1	0	SPD	0.7	0.3	0.7	0.3	0.5	1.0	0.5	1.5	1.0	0	0	1	2.78	8.28	1	6	U	t	U	t
11	11	1	0	SPD	0.7	0.3	0.7	0.3	2.0	1.0	2.0	1.5	0.5	0	0	1	0.28	8.28	1	6	U	t	U	t
12	12	2	1	SPD	0.4	0.6	0.6	0.4	1.0	1.0	1.5	1.5	0.5	0	0	1	1.78	8.28	1	6	R	S	S	R
13	13	2	0	ACC	0.6	0.4	0.6	0.4	2.0	1.0	0.5	1.5	0.5	0	0	1	1.78	8.28	1	6	S	R	S	R
14	14	0	1	SPD	0.2	0.8	0.8	0.2	0.5	1.0	1.5	1.5	0.5	0	0	1	2.28	8.28	1	6	s	T	T	s
15	15	0	1	SPD	0.2	0.8	0.8	0.2	0.5	1.0	0.5	1.5	0.5	0	0	1	3.28	8.28	1	6	s	T	T	s
16	16	2	1	ACC	0.4	0.6	0.6	0.4	1.5	1.0	1.0	1.5	1.0	0	0	1	1.28	8.28	1	6	R	S	S	R
17	17	1	0	SPD	0.7	0.3	0.7	0.3	0.5	1.0	0.5	1.5	2.0	0	0	1	1.78	8.28	1	6	U	t	U	t
18	18	2	0	SPD	0.6	0.4	0.6	0.4	1.0	1.0	1.5	1.5	0.5	0	0	1	1.78	8.28	1	6	S	R	S	R
19	19	1	1	ACC	0.3	0.7	0.7	0.3	1.0	1.0	1.0	1.5	1.0	0	0	1	10.059999999999999	16.56	1	12	t	U	U	t
20	20	2	0	SPD	0.6	0.4	0.6	0.4	0.5	1.0	1.0	1.5	1.0	0	0	1	2.28	8.28	1	6	S	R	S	R
21	21	2	1	SPD	0.4	0.6	0.6	0.4	2.0	1.0	0.5	1.5	1.0	0	0	1	1.28	8.28	1	6	R	S	S	R
22	22	1	1	SPD	0.3	0.7	0.7	0.3	0.5	1.0	0.5	1.5	0.5	0	0	1	3.28	8.28	1	6	t	U	U	t
