	trial_nr	stimulus_set	correct_stim_lr	cue_txt	p_win_left	p_win_right	p_win_correct	p_win_incorrect	fix_cross_1	cue	fix_cross_2	stimulus	fix_cross_3	highlight	fix_cross_4	feedback	iti_posttrial	total_duration	block	n_trs	stim_left	stim_right	stim_high	stim_low
0	0	1	1	ACC	0.3	0.7	0.7	0.3	5.64	1.0	0.5	1.5	1.5	0	0	1	1.28	12.419999999999998	1	9	T	s	s	T
1	1	0	0	SPD	0.8	0.2	0.8	0.2	0.5	1.0	1.0	1.5	1.5	0	0	1	1.78	8.28	1	6	R	S	R	S
2	2	1	1	SPD	0.3	0.7	0.7	0.3	0.5	1.0	1.0	1.5	0.5	0	0	1	2.78	8.28	1	6	T	s	s	T
3	3	0	1	ACC	0.2	0.8	0.8	0.2	1.0	1.0	0.5	1.5	1.0	0	0	1	2.28	8.28	1	6	S	R	R	S
4	4	1	0	SPD	0.7	0.3	0.7	0.3	1.5	1.0	0.5	1.5	2.0	0	0	1	0.78	8.28	1	6	s	T	s	T
5	5	1	1	ACC	0.3	0.7	0.7	0.3	0.5	1.0	1.0	1.5	0.5	0	0	1	2.78	8.28	1	6	T	s	s	T
6	6	2	0	SPD	0.6	0.4	0.6	0.4	1.0	1.0	1.0	1.5	1.0	0	0	1	1.78	8.28	1	6	t	U	t	U
7	7	0	1	ACC	0.2	0.8	0.8	0.2	1.5	1.0	1.5	1.5	0.5	0	0	1	1.28	8.28	1	6	S	R	R	S
8	8	1	1	ACC	0.3	0.7	0.7	0.3	0.5	1.0	1.0	1.5	1.5	0	0	1	10.059999999999999	16.56	1	12	T	s	s	T
9	9	2	0	ACC	0.6	0.4	0.6	0.4	1.5	1.0	1.7799999999999994	1.5	1.5	0	0	1	0.0	8.28	1	6	t	U	t	U
10	10	0	0	ACC	0.8	0.2	0.8	0.2	0.5	1.0	0.5	1.5	1.0	0	0	1	2.78	8.28	1	6	R	S	R	S
11	11	0	1	SPD	0.2	0.8	0.8	0.2	1.0	1.0	0.5	1.5	0.5	0	0	1	2.78	8.28	1	6	S	R	R	S
12	12	1	0	ACC	0.7	0.3	0.7	0.3	0.5	1.0	0.5	1.5	0.5	0	0	1	3.28	8.28	1	6	s	T	s	T
13	13	0	1	ACC	0.2	0.8	0.8	0.2	0.5	1.0	0.5	1.5	0.5	0	0	1	3.28	8.28	1	6	S	R	R	S
14	14	0	1	SPD	0.2	0.8	0.8	0.2	0.5	1.0	0.5	1.5	1.5	0	0	1	2.28	8.28	1	6	S	R	R	S
